original word,preprocessed word 1 (lacksknowledge to NA),preprocessed word 2 (no spaces),preprocessed word 3 (lemmatized),preprocessed word 4 (minus one trailing s),Sociability dictionary,Sociability direction,Ability dictionary,Ability direction
light middleweight,light middleweight,lightmiddleweight,lightmiddleweight,lightmiddleweight,0,NA,0,NA
lightheaded,lightheaded,lightheaded,lightheaded,lightheaded,0,NA,0,NA
light-headed,light-headed,lightheaded,lightheaded,lightheaded,0,NA,0,NA
lighthearted,lighthearted,lighthearted,lighthearted,lighthearted,0,NA,0,NA
light-hearted,light-hearted,lighthearted,lighthearted,lighthearted,0,NA,0,NA
lightheartedness,lightheartedness,lightheartedness,lightheartedness,lightheartednes,0,NA,0,NA
lightness,lightness,lightness,lightness,lightnes,1,0,0,NA
lightweight,lightweight,lightweight,lightweight,lightweight,0,NA,0,NA
likable,likable,likable,likable,likable,1,1,0,NA
like,like,like,like,like,1,1,0,NA
likeable,likeable,likeable,likeable,likeable,1,1,0,NA
liked,liked,liked,like,like,1,1,0,NA
liking,liking,liking,like,like,1,1,0,NA
Lilith,lilith,lilith,lilith,lilith,0,NA,0,NA
Lilliput,lilliput,lilliput,lilliput,lilliput,0,NA,0,NA
lilliputian,lilliputian,lilliputian,lilliputian,lilliputian,0,NA,0,NA
limb,limb,limb,limb,limb,0,NA,0,NA
limbo,limbo,limbo,limbo,limbo,0,NA,0,NA
limelight,limelight,limelight,limelight,limelight,0,NA,0,NA
limey,limey,limey,limey,limey,0,NA,0,NA
limitation,limitation,limitation,limitation,limitation,0,NA,0,NA
limited,limited,limited,limited,limited,0,NA,0,NA
limiting,limiting,limiting,limit,limit,0,NA,0,NA
limnology,limnology,limnology,limnology,limnology,0,NA,0,NA
limp,limp,limp,limp,limp,0,NA,0,NA
limping,limping,limping,limp,limp,0,NA,0,NA
lindy,lindy,lindy,lindy,lindy,0,NA,0,NA
lindy hop,lindy hop,lindyhop,lindyhop,lindyhop,0,NA,0,NA
line,line,line,line,line,0,NA,0,NA
line worker,line worker,lineworker,lineworker,lineworker,0,NA,0,NA
linear algebra,linear algebra,linearalgebra,linearalgebra,linearalgebra,0,NA,0,NA
linear programming,linear programming,linearprogramming,linearprogramming,linearprogramming,0,NA,0,NA
linear regression,linear regression,linearregression,linearregression,linearregression,0,NA,0,NA
lineman,lineman,lineman,lineman,lineman,0,NA,0,NA
linesman,linesman,linesman,linesman,linesman,0,NA,0,NA
linger,linger,linger,linger,linger,0,NA,0,NA
lingerer,lingerer,lingerer,lingerer,lingerer,0,NA,0,NA
lingerie,lingerie,lingerie,lingerie,lingerie,0,NA,0,NA
lingual,lingual,lingual,lingual,lingual,0,NA,0,NA
linguist,linguist,linguist,linguist,linguist,0,NA,0,NA
linguistic,linguistic,linguistic,linguistic,linguistic,0,NA,0,NA
linguistics,linguistics,linguistics,linguistics,linguistic,0,NA,0,NA
linkman,linkman,linkman,linkman,linkman,0,NA,0,NA
linocut,linocut,linocut,linocut,linocut,0,NA,0,NA
lip,lip,lip,lip,lip,0,NA,0,NA
lipoma,lipoma,lipoma,lipoma,lipoma,0,NA,0,NA
liposarcoma,liposarcoma,liposarcoma,liposarcoma,liposarcoma,0,NA,0,NA
liquid,liquid,liquid,liquid,liquid,0,NA,0,NA
liquidate,liquidate,liquidate,liquidate,liquidate,0,NA,0,NA
liquidator,liquidator,liquidator,liquidator,liquidator,0,NA,0,NA
Lir,lir,lir,lir,lir,0,NA,0,NA
lissom,lissom,lissom,lissom,lissom,0,NA,0,NA
lissome,lissome,lissome,lissome,lissome,0,NA,0,NA
list,list,list,list,list,0,NA,0,NA
lister,lister,lister,lister,lister,0,NA,0,NA
listeriosis,listeriosis,listeriosis,listeriosis,listeriosi,0,NA,0,NA
listless,listless,listless,listless,listles,0,NA,0,NA
listlessness,listlessness,listlessness,listlessness,listlessnes,0,NA,0,NA
lit,lit,lit,light,light,0,NA,0,NA
lit crit,lit crit,litcrit,litcrit,litcrit,0,NA,0,NA
literacy,literacy,literacy,literacy,literacy,0,NA,1,1
literalism,literalism,literalism,literalism,literalism,0,NA,0,NA
literary,literary,literary,literary,literary,0,NA,0,NA
literary criticism,literary criticism,literarycriticism,literarycriticism,literarycriticism,0,NA,0,NA
literate,literate,literate,literate,literate,0,NA,1,1
literature,literature,literature,literature,literature,0,NA,0,NA
lithe,lithe,lithe,lithe,lithe,0,NA,0,NA
litheness,litheness,litheness,litheness,lithenes,0,NA,0,NA
lithesome,lithesome,lithesome,lithesome,lithesome,0,NA,0,NA
lithograph,lithograph,lithograph,lithograph,lithograph,0,NA,0,NA
lithographer,lithographer,lithographer,lithographer,lithographer,0,NA,0,NA
lithology,lithology,lithology,lithology,lithology,0,NA,0,NA
lithuania,lithuania,lithuania,lithuania,lithuania,0,NA,0,NA
Lithuanian,lithuanian,lithuanian,lithuanian,lithuanian,0,NA,0,NA
little,little,little,little,little,0,NA,0,NA
littleness,littleness,littleness,littleness,littlenes,0,NA,0,NA
live,live,live,live,live,0,NA,0,NA
liveliness,liveliness,liveliness,liveliness,livelines,0,NA,0,NA
lively,lively,lively,lively,lively,0,NA,0,NA
liveness,liveness,liveness,liveness,livenes,0,NA,0,NA
liver,liver,liver,liver,liver,0,NA,0,NA
liver cancer,liver cancer,livercancer,livercancer,livercancer,0,NA,0,NA
liver disease,liver disease,liverdisease,liverdisease,liverdisease,0,NA,0,NA
Liverpudlian,liverpudlian,liverpudlian,liverpudlian,liverpudlian,0,NA,0,NA
livery,livery,livery,livery,livery,0,NA,0,NA
livid,livid,livid,livid,livid,0,NA,0,NA
lividity,lividity,lividity,lividity,lividity,1,0,0,NA
Livonian,livonian,livonian,livonian,livonian,0,NA,0,NA
lizard,lizard,lizard,lizard,lizard,0,NA,0,NA
load,load,load,load,load,0,NA,0,NA
loaded,loaded,loaded,load,load,0,NA,0,NA
loader,loader,loader,loader,loader,0,NA,0,NA
loaf,loaf,loaf,loaf,loaf,0,NA,0,NA
loafer,loafer,loafer,loafer,loafer,0,NA,0,NA
loan,loan,loan,loan,loan,0,NA,0,NA
loan shark,loan shark,loanshark,loanshark,loanshark,0,NA,0,NA
loath,loath,loath,loath,loath,0,NA,0,NA
loathe,loathe,loathe,loathe,loathe,1,-1,0,NA
loathing,loathing,loathing,loathe,loathe,1,-1,0,NA
loathsome,loathsome,loathsome,loathsome,loathsome,0,NA,0,NA
loathsomeness,loathsomeness,loathsomeness,loathsomeness,loathsomenes,1,-1,0,NA
lobar pneumonia,lobar pneumonia,lobarpneumonia,lobarpneumonia,lobarpneumonia,0,NA,0,NA
lobe,lobe,lobe,lobe,lobe,0,NA,0,NA
lobsterman,lobsterman,lobsterman,lobsterman,lobsterman,0,NA,0,NA
local,local,local,local,local,0,NA,0,NA
lock,lock,lock,lock,lock,0,NA,0,NA
lockjaw,lockjaw,lockjaw,lockjaw,lockjaw,0,NA,0,NA
lockman,lockman,lockman,lockman,lockman,0,NA,0,NA
lockmaster,lockmaster,lockmaster,lockmaster,lockmaster,0,NA,0,NA
locksmith,locksmith,locksmith,locksmith,locksmith,0,NA,0,NA
lofty,lofty,lofty,lofty,lofty,0,NA,0,NA
log,log,log,log,log,0,NA,0,NA
logger,logger,logger,logger,logger,0,NA,0,NA
loggerhead,loggerhead,loggerhead,loggerhead,loggerhead,0,NA,1,-1
logic,logic,logic,logic,logic,0,NA,1,1
logical,logical,logical,logical,logical,0,NA,1,1
logical positivism,logical positivism,logicalpositivism,logicalpositivism,logicalpositivism,0,NA,0,NA
logician,logician,logician,logician,logician,0,NA,0,NA
logistician,logistician,logistician,logistician,logistician,0,NA,0,NA
logy,logy,logy,logy,logy,0,NA,0,NA
loin,loin,loin,loin,loin,0,NA,0,NA
loincloth,loincloth,loincloth,loincloth,loincloth,0,NA,0,NA
loins,loins,loins,loin,loin,0,NA,0,NA
loiter,loiter,loiter,loiter,loiter,0,NA,0,NA
loiterer,loiterer,loiterer,loiterer,loiterer,0,NA,0,NA
loll,loll,loll,loll,loll,0,NA,0,NA
lollygag,lollygag,lollygag,lollygag,lollygag,0,NA,0,NA
Lombard,lombard,lombard,lombard,lombard,0,NA,0,NA
London,london,london,london,london,0,NA,0,NA
Londoner,londoner,londoner,londoner,londoner,0,NA,0,NA
lone,lone,lone,lone,lone,1,-1,0,NA
loneliness,loneliness,loneliness,loneliness,lonelines,0,NA,0,NA
lonely,lonely,lonely,lonely,lonely,1,-1,0,NA
lonesome,lonesome,lonesome,lonesome,lonesome,0,NA,0,NA
long,long,long,long,long,0,NA,0,NA
long johns,long johns,longjohns,longjohns,longjohn,0,NA,0,NA
longing,longing,longing,longing,longing,0,NA,0,NA
longshoreman,longshoreman,longshoreman,longshoreman,longshoreman,0,NA,0,NA
longways,longways,longways,longways,longway,0,NA,0,NA
look,look,look,look,look,1,1,0,NA
looker,looker,looker,looker,looker,0,NA,0,NA
loon,loon,loon,loon,loon,0,NA,0,NA
looney,looney,looney,looney,looney,0,NA,0,NA
loony,loony,loony,loony,loony,0,NA,0,NA
loose,loose,loose,loose,loose,0,NA,0,NA
loosen,loosen,loosen,loosen,loosen,0,NA,0,NA
loosen up,loosen up,loosenup,loosenup,loosenup,0,NA,0,NA
looseness,looseness,looseness,looseness,loosenes,0,NA,0,NA
loot,loot,loot,loot,loot,0,NA,0,NA
looter,looter,looter,looter,looter,0,NA,0,NA
lop,lop,lop,lop,lop,0,NA,0,NA
lordly,lordly,lordly,lordly,lordly,0,NA,0,NA
lordship,lordship,lordship,lordship,lordship,0,NA,0,NA
lose,lose,lose,lose,lose,0,NA,0,NA
loss,loss,loss,loss,los,0,NA,0,NA
lost,lost,lost,lose,lose,0,NA,0,NA
lot,lot,lot,lot,lot,0,NA,0,NA
loth,loth,loth,loth,loth,0,NA,0,NA
Lothario,lothario,lothario,lothario,lothario,0,NA,0,NA
loud,loud,loud,loud,loud,1,0,0,NA
Louisianan,louisianan,louisianan,louisianan,louisianan,0,NA,0,NA
Louisianian,louisianian,louisianian,louisianian,louisianian,0,NA,0,NA
lounge,lounge,lounge,lounge,lounge,0,NA,0,NA
lounge lizard,lounge lizard,loungelizard,loungelizard,loungelizard,0,NA,0,NA
lounger,lounger,lounger,lounger,lounger,0,NA,0,NA
loungewear,loungewear,loungewear,loungewear,loungewear,0,NA,0,NA
lousiness,lousiness,lousiness,lousiness,lousines,1,-1,0,NA
lousy,lousy,lousy,lousy,lousy,1,-1,0,NA
lovable,lovable,lovable,lovable,lovable,1,1,0,NA
love,love,love,love,love,1,-1,0,NA
love child,love child,lovechild,lovechild,lovechild,0,NA,0,NA
loveable,loveable,loveable,loveable,loveable,1,1,0,NA
loveliness,loveliness,loveliness,loveliness,lovelines,0,NA,0,NA
lovely,lovely,lovely,lovely,lovely,1,1,0,NA
lover,lover,lover,lover,lover,0,NA,0,NA
loverly,loverly,loverly,loverly,loverly,1,1,0,NA
lovesick,lovesick,lovesick,lovesick,lovesick,0,NA,0,NA
lovesickness,lovesickness,lovesickness,lovesickness,lovesicknes,0,NA,0,NA
loving,loving,loving,loving,loving,1,1,0,NA
loving-kindness,loving-kindness,lovingkindness,lovingkindness,lovingkindnes,0,NA,0,NA
low,low,low,low,low,0,NA,0,NA
low profile,low profile,lowprofile,lowprofile,lowprofile,0,NA,0,NA
low temperature,low temperature,lowtemperature,lowtemperature,lowtemperature,0,NA,0,NA
lowering,lowering,lowering,lower,lower,0,NA,0,NA
Lowlands,lowlands,lowlands,lowland,lowland,0,NA,0,NA
lowlife,lowlife,lowlife,lowlife,lowlife,0,NA,0,NA
lowliness,lowliness,lowliness,lowliness,lowlines,0,NA,0,NA
lowly,lowly,lowly,lowly,lowly,0,NA,0,NA
lowness,lowness,lowness,lowness,lownes,0,NA,0,NA
loyal,loyal,loyal,loyal,loyal,0,NA,0,NA
loyalty,loyalty,loyalty,loyalty,loyalty,0,NA,0,NA
Lubavitcher,lubavitcher,lubavitcher,lubavitcher,lubavitcher,0,NA,0,NA
lubricious,lubricious,lubricious,lubricious,lubriciou,0,NA,0,NA
lubricity,lubricity,lubricity,lubricity,lubricity,0,NA,0,NA
lucid,lucid,lucid,lucid,lucid,0,NA,1,1
luck,luck,luck,luck,luck,0,NA,0,NA
luckiness,luckiness,luckiness,luckiness,luckines,0,NA,0,NA
lucky,lucky,lucky,lucky,lucky,0,NA,0,NA
lucky dip,lucky dip,luckydip,luckydip,luckydip,0,NA,0,NA
Luddite,luddite,luddite,luddite,luddite,0,NA,0,NA
ludicrous,ludicrous,ludicrous,ludicrous,ludicrou,1,0,1,0
lues,lues,lues,lues,lue,0,NA,0,NA
lugubrious,lugubrious,lugubrious,lugubrious,lugubriou,0,NA,0,NA
lull,lull,lull,lull,lull,0,NA,0,NA
lulu,lulu,lulu,lulu,lulu,0,NA,0,NA
lumber,lumber,lumber,lumber,lumber,0,NA,0,NA
lumberjack,lumberjack,lumberjack,lumberjack,lumberjack,0,NA,0,NA
lumberman,lumberman,lumberman,lumberman,lumberman,0,NA,0,NA
lumpen,lumpen,lumpen,lumpen,lumpen,0,NA,1,-1
lumper,lumper,lumper,lumper,lumper,0,NA,0,NA
lumpish,lumpish,lumpish,lumpish,lumpish,0,NA,1,-1
lunatic,lunatic,lunatic,lunatic,lunatic,0,NA,0,NA
lung,lung,lung,lung,lung,0,NA,0,NA
lung cancer,lung cancer,lungcancer,lungcancer,lungcancer,0,NA,0,NA
lunger,lunger,lunger,lunger,lunger,0,NA,0,NA
lung-power,lung-power,lungpower,lungpower,lungpower,0,NA,1,1
lunkhead,lunkhead,lunkhead,lunkhead,lunkhead,0,NA,1,-1
lupus,lupus,lupus,lupus,lupu,0,NA,0,NA
lupus erythematosus,lupus erythematosus,lupuserythematosus,lupuserythematosus,lupuserythematosu,0,NA,0,NA
lurid,lurid,lurid,lurid,lurid,0,NA,0,NA
luridness,luridness,luridness,luridness,luridnes,1,-1,0,NA
lurk,lurk,lurk,lurk,lurk,0,NA,0,NA
Lusitanian,lusitanian,lusitanian,lusitanian,lusitanian,0,NA,0,NA
lust,lust,lust,lust,lust,0,NA,0,NA
luster,luster,luster,luster,luster,0,NA,1,1
lustful,lustful,lustful,lustful,lustful,0,NA,0,NA
lustre,lustre,lustre,lustre,lustre,0,NA,1,1
lusty,lusty,lusty,lusty,lusty,0,NA,0,NA
Lutheranism,lutheranism,lutheranism,lutheranism,lutheranism,0,NA,0,NA
luthier,luthier,luthier,luthier,luthier,0,NA,0,NA
Luxembourg,luxembourg,luxembourg,luxembourg,luxembourg,0,NA,0,NA
Luxembourger,luxembourger,luxembourger,luxembourger,luxembourger,0,NA,0,NA
Luxemburg,luxemburg,luxemburg,luxemburg,luxemburg,0,NA,0,NA
Luxemburger,luxemburger,luxemburger,luxemburger,luxemburger,0,NA,0,NA
luxuria,luxuria,luxuria,luxuria,luxuria,0,NA,0,NA
luxurious,luxurious,luxurious,luxurious,luxuriou,0,NA,0,NA
luxuriousness,luxuriousness,luxuriousness,luxuriousness,luxuriousnes,0,NA,0,NA
luxury,luxury,luxury,luxury,luxury,0,NA,0,NA
lycanthrope,lycanthrope,lycanthrope,lycanthrope,lycanthrope,0,NA,0,NA
lying,lying,lying,lie,lie,0,NA,0,NA
Lyme arthritis,lyme arthritis,lymearthritis,lymearthritis,lymearthriti,0,NA,0,NA
Lyme disease,lyme disease,lymedisease,lymedisease,lymedisease,0,NA,0,NA
lymphadenopathy,lymphadenopathy,lymphadenopathy,lymphadenopathy,lymphadenopathy,0,NA,0,NA
lymphoblastic leukemia,lymphoblastic leukemia,lymphoblasticleukemia,lymphoblasticleukemia,lymphoblasticleukemia,0,NA,0,NA
lymphocytic choriomeningitis,lymphocytic choriomeningitis,lymphocyticchoriomeningitis,lymphocyticchoriomeningitis,lymphocyticchoriomeningiti,0,NA,0,NA
lymphocytic leukemia,lymphocytic leukemia,lymphocyticleukemia,lymphocyticleukemia,lymphocyticleukemia,0,NA,0,NA
lymphocytosis,lymphocytosis,lymphocytosis,lymphocytosis,lymphocytosi,0,NA,0,NA
lymphogranuloma venereum,lymphogranuloma venereum,lymphogranulomavenereum,lymphogranulomavenereum,lymphogranulomavenereum,0,NA,0,NA
lymphoma,lymphoma,lymphoma,lymphoma,lymphoma,0,NA,0,NA
lymphopenia,lymphopenia,lymphopenia,lymphopenia,lymphopenia,0,NA,0,NA
lyssa,lyssa,lyssa,lyssa,lyssa,0,NA,0,NA
ma,ma,ma,ma,ma,0,NA,0,NA
mac,mac,mac,mac,mac,0,NA,0,NA
mace,mace,mace,mace,mace,0,NA,0,NA
macedonia,macedonia,macedonia,macedonia,macedonia,0,NA,0,NA
Macedonian,macedonian,macedonian,macedonian,macedonian,0,NA,0,NA
macer,macer,macer,macer,macer,0,NA,0,NA
macerate,macerate,macerate,macerate,macerate,0,NA,0,NA
maceration,maceration,maceration,maceration,maceration,0,NA,0,NA
machine,machine,machine,machine,machine,0,NA,0,NA
machine gunner,machine gunner,machinegunner,machinegunner,machinegunner,0,NA,0,NA
machine translation,machine translation,machinetranslation,machinetranslation,machinetranslation,0,NA,0,NA
machinist,machinist,machinist,machinist,machinist,0,NA,0,NA
macho,macho,macho,macho,macho,0,NA,0,NA
macintosh,macintosh,macintosh,macintosh,macintosh,0,NA,0,NA
mack,mack,mack,mack,mack,0,NA,0,NA
Mackem,mackem,mackem,mackem,mackem,0,NA,0,NA
mackinaw,mackinaw,mackinaw,mackinaw,mackinaw,0,NA,0,NA
mackintosh,mackintosh,mackintosh,mackintosh,mackintosh,0,NA,0,NA
macrobiotic,macrobiotic,macrobiotic,macrobiotic,macrobiotic,0,NA,0,NA
macrobiotics,macrobiotics,macrobiotics,macrobiotics,macrobiotic,0,NA,0,NA
macroeconomic,macroeconomic,macroeconomic,macroeconomic,macroeconomic,0,NA,0,NA
macroeconomics,macroeconomics,macroeconomics,macroeconomics,macroeconomic,0,NA,0,NA
macroeconomist,macroeconomist,macroeconomist,macroeconomist,macroeconomist,0,NA,0,NA
macula,macula,macula,macula,macula,0,NA,0,NA
macular degeneration,macular degeneration,maculardegeneration,maculardegeneration,maculardegeneration,0,NA,0,NA
macular edema,macular edema,macularedema,macularedema,macularedema,0,NA,0,NA
macumba,macumba,macumba,macumba,macumba,0,NA,0,NA
mad,mad,mad,mad,mad,1,-1,0,NA
mad cow disease,mad cow disease,madcowdisease,madcowdisease,madcowdisease,0,NA,0,NA
madagascar,madagascar,madagascar,madagascar,madagascar,0,NA,0,NA
madcap,madcap,madcap,madcap,madcap,0,NA,0,NA
maddened,maddened,maddened,madden,madden,0,NA,0,NA
made,made,made,make,make,0,NA,1,0
madman,madman,madman,madman,madman,0,NA,0,NA
madness,madness,madness,madness,madnes,0,NA,0,NA
madwoman,madwoman,madwoman,madwoman,madwoman,0,NA,0,NA
maestro,maestro,maestro,maestro,maestro,0,NA,0,NA
mafioso,mafioso,mafioso,mafioso,mafioso,0,NA,0,NA
magdalen,magdalen,magdalen,magdalen,magdalen,0,NA,0,NA
magic,magic,magic,magic,magic,0,NA,0,NA
magic realism,magic realism,magicrealism,magicrealism,magicrealism,0,NA,0,NA
magisterial,magisterial,magisterial,magisterial,magisterial,1,0,0,NA
magistrate,magistrate,magistrate,magistrate,magistrate,0,NA,0,NA
magnanimity,magnanimity,magnanimity,magnanimity,magnanimity,0,NA,0,NA
magnanimous,magnanimous,magnanimous,magnanimous,magnanimou,0,NA,0,NA
magnetic,magnetic,magnetic,magnetic,magnetic,0,NA,0,NA
magnetics,magnetics,magnetics,magnetics,magnetic,0,NA,0,NA
magnetism,magnetism,magnetism,magnetism,magnetism,0,NA,0,NA
magnificent,magnificent,magnificent,magnificent,magnificent,0,NA,0,NA
magnitude,magnitude,magnitude,magnitude,magnitude,0,NA,0,NA
magnum opus,magnum opus,magnumopus,magnumopus,magnumopu,0,NA,0,NA
Magyar,magyar,magyar,magyar,magyar,0,NA,0,NA
Mahayana,mahayana,mahayana,mahayana,mahayana,0,NA,0,NA
Mahayana Buddhism,mahayana buddhism,mahayanabuddhism,mahayanabuddhism,mahayanabuddhism,0,NA,0,NA
Mahdi,mahdi,mahdi,mahdi,mahdi,0,NA,0,NA
Mahdism,mahdism,mahdism,mahdism,mahdism,0,NA,0,NA
Mahdist,mahdist,mahdist,mahdist,mahdist,0,NA,0,NA
mahout,mahout,mahout,mahout,mahout,0,NA,0,NA
Mahratta,mahratta,mahratta,mahratta,mahratta,0,NA,0,NA
maid,maid,maid,maid,maid,0,NA,0,NA
maidenly,maidenly,maidenly,maidenly,maidenly,0,NA,0,NA
maidservant,maidservant,maidservant,maidservant,maidservant,0,NA,0,NA
maillot,maillot,maillot,maillot,maillot,0,NA,0,NA
mailman,mailman,mailman,mailman,mailman,0,NA,0,NA
maim,maim,maim,maim,maim,0,NA,1,0
maimed,maimed,maimed,maim,maim,0,NA,1,0
main,main,main,main,main,0,NA,0,NA
Main Street,main street,mainstreet,mainstreet,mainstreet,0,NA,0,NA
Maine,maine,maine,maine,maine,0,NA,0,NA
Mainer,mainer,mainer,main,main,0,NA,0,NA
mainstream,mainstream,mainstream,mainstream,mainstream,0,NA,0,NA
maintenance,maintenance,maintenance,maintenance,maintenance,0,NA,0,NA
maitre d',maitre d',maitred,maitred,maitred,0,NA,0,NA
majestic,majestic,majestic,majestic,majestic,0,NA,0,NA
major,major,major,major,major,0,NA,0,NA
major-domo,major-domo,majordomo,majordomo,majordomo,0,NA,0,NA
majorette,majorette,majorette,majorette,majorette,0,NA,0,NA
majority,majority,majority,majority,majority,0,NA,0,NA
majority leader,majority leader,majorityleader,majorityleader,majorityleader,0,NA,0,NA
make,make,make,make,make,0,NA,1,1
make believe,make believe,makebelieve,makebelieve,makebelieve,0,NA,0,NA
make out,make out,makeout,makeout,makeout,0,NA,0,NA
make up,make up,makeup,makeup,makeup,0,NA,0,NA
maker,maker,maker,maker,maker,0,NA,0,NA
maladjusted,maladjusted,maladjusted,maladjusted,maladjusted,0,NA,0,NA
maladroit,maladroit,maladroit,maladroit,maladroit,0,NA,1,-1
malady,malady,malady,malady,malady,0,NA,0,NA
malaria,malaria,malaria,malaria,malaria,0,NA,0,NA
malarial,malarial,malarial,malarial,malarial,0,NA,0,NA
malawi,malawi,malawi,malawi,malawi,0,NA,0,NA
Malay,malay,malay,malay,malay,0,NA,0,NA
Malayan,malayan,malayan,malayan,malayan,0,NA,0,NA
Malaysia,malaysia,malaysia,malaysia,malaysia,0,NA,0,NA
Malaysian,malaysian,malaysian,malaysian,malaysian,0,NA,0,NA
maldive,maldive,maldive,maldive,maldive,0,NA,0,NA
Maldivian,maldivian,maldivian,maldivian,maldivian,0,NA,0,NA
male,male,male,male,male,0,NA,0,NA
male chauvinism,male chauvinism,malechauvinism,malechauvinism,malechauvinism,0,NA,0,NA
male chauvinist,male chauvinist,malechauvinist,malechauvinist,malechauvinist,0,NA,0,NA
male genitalia,male genitalia,malegenitalia,malegenitalia,malegenitalia,0,NA,0,NA
male hypogonadism,male hypogonadism,malehypogonadism,malehypogonadism,malehypogonadism,0,NA,0,NA
malefactor,malefactor,malefactor,malefactor,malefactor,0,NA,0,NA
malefic,malefic,malefic,malefic,malefic,0,NA,0,NA
maleficent,maleficent,maleficent,maleficent,maleficent,0,NA,0,NA
maleness,maleness,maleness,maleness,malenes,0,NA,0,NA
malevolence,malevolence,malevolence,malevolence,malevolence,0,NA,0,NA
malevolent,malevolent,malevolent,malevolent,malevolent,0,NA,0,NA
malfeasance,malfeasance,malfeasance,malfeasance,malfeasance,0,NA,0,NA
malfeasant,malfeasant,malfeasant,malfeasant,malfeasant,0,NA,0,NA
malformation,malformation,malformation,malformation,malformation,0,NA,0,NA
malformed,malformed,malformed,malformed,malformed,0,NA,0,NA
mali,mali,mali,mali,mali,0,NA,0,NA
malice,malice,malice,malice,malice,0,NA,0,NA
malicious,malicious,malicious,malicious,maliciou,0,NA,0,NA
malicious mischief,malicious mischief,maliciousmischief,maliciousmischief,maliciousmischief,0,NA,0,NA
maliciousness,maliciousness,maliciousness,maliciousness,maliciousnes,0,NA,0,NA
malign,malign,malign,malign,malign,0,NA,0,NA
malignancy,malignancy,malignancy,malignancy,malignancy,0,NA,0,NA
malignant,malignant,malignant,malignant,malignant,0,NA,0,NA
malignant hyperthermia,malignant hyperthermia,malignanthyperthermia,malignanthyperthermia,malignanthyperthermia,0,NA,0,NA
malignant melanoma,malignant melanoma,malignantmelanoma,malignantmelanoma,malignantmelanoma,0,NA,0,NA
malignant neoplasm,malignant neoplasm,malignantneoplasm,malignantneoplasm,malignantneoplasm,0,NA,0,NA
malignant tumor,malignant tumor,malignanttumor,malignanttumor,malignanttumor,0,NA,0,NA
malignity,malignity,malignity,malignity,malignity,0,NA,0,NA
malinger,malinger,malinger,malinger,malinger,0,NA,0,NA
malingerer,malingerer,malingerer,malingerer,malingerer,0,NA,0,NA
malnutrition,malnutrition,malnutrition,malnutrition,malnutrition,0,NA,0,NA
malpractice,malpractice,malpractice,malpractice,malpractice,0,NA,0,NA
malta,malta,malta,malta,malta,0,NA,0,NA
Maltese,maltese,maltese,maltese,maltese,0,NA,0,NA
Malto,malto,malto,malto,malto,0,NA,0,NA
maltreat,maltreat,maltreat,maltreat,maltreat,0,NA,0,NA
maltreatment,maltreatment,maltreatment,maltreatment,maltreatment,0,NA,0,NA
malversation,malversation,malversation,malversation,malversation,0,NA,0,NA
mama,mama,mama,mama,mama,0,NA,0,NA
mambo,mambo,mambo,mambo,mambo,0,NA,0,NA
mamma,mamma,mamma,mamma,mamma,0,NA,0,NA
mammalogist,mammalogist,mammalogist,mammalogist,mammalogist,0,NA,0,NA
mammalogy,mammalogy,mammalogy,mammalogy,mammalogy,0,NA,0,NA
mammon,mammon,mammon,mammon,mammon,0,NA,0,NA
mammoth,mammoth,mammoth,mammoth,mammoth,0,NA,0,NA
